EVTNAME5002;스탠리 컵
EVTDESC14740;유럽 국가들이 아프리카와 전 세계를 차지하기 위해 쟁탈전을 벌이면서 식민지 경쟁이 끊임없이 심화되는 가운데, $COUNTRY$은(는) 이 과정에서 훌륭한 성과를 거두었습니다. 지난 몇 년 동안 한 $COUNTRY_ADJ$ 식민지가 잘 관리된 유럽 식민지의 모범으로 국제적인 인정을 받았으며, 이 식민지가 $COUNTRY_ADJ$ 식민 정책을 위해 유럽의 의회와 궁정에서 끌어모은 관심은 $COUNTRY_ADJ$ 연구와 국제적 위신에 큰 축복이 되고 있습니다.
EVTOPTA14740;훌륭해!
EVTNAME14750;식민 정책에 대한 논쟁
EVTDESC14750;충성스러운 야당 소속의 제 동료를 충분히 존중하지만, 저는 여전히 그가 다시금 식민성 비용 문제를 거론하는 동기에 의문을 품지 않을 수 없습니다. 식민지는 정부 정책의 초석이며, 기꺼이 비용을 지불할 가치가 있습니다.'\n\n상원에서의 격렬한 토론 이후, $COUNTRY$에서 식민지가 다시 헤드라인을 장식하고 있습니다. 야당 의원들은 식민성에 할당된 예산 삭감을 찬성하는 주장을 펼쳤으며, 이들과 다수당 의원들 모두 상원에서 중도파와 당론을 이탈하는 의원들을 설득하여 각자의 정책을 지지하도록 만들기 위해 대대적인 공세를 펼치고 있습니다.
EVTOPTA14750;보수주의자의 주장이 우세하다
EVTOPTB14750;자유주의자의 주장이 우세하다
EVTNAME14760;식민지 부패
EVTDESC14760;주요 신문이 식민지 무역 및 착취와 관련하여 특정 민간 자본에 특혜를 주기 위해 설계된 광범위한 뇌물과 청탁 네트워크를 상세히 보도하면서, $COUNTRY_ADJ$ 식민성에서 서서히 밝혀지는 부패 스캔들이 $CAPITAL$을(를) 흔들고 있습니다. 정부 정책 비판자들은 식민지 관리들에게 할당된 상대적으로 낮은 임금과 빈약한 자금을 스캔들의 결정적인 이유로 짚고 있는 반면, 정부 부처 내에 지배적인 분위기는 민간 부문 내의 부패 문화가 식민성의 열악한 상태에 책임이 있다는 것입니다.
EVTOPTA14760;정부는 자신의 결점에 대한 책임을 져야 한다
EVTOPTB14760;식민성은 대기업의 주머니 속에 있고, 대기업의 책임이다!
EVTNAME14770;$CAPITAL$, 너는 숙녀란다
EVTDESC14770;식민지의 성장은 $CAPITAL$을(를) 끊임없이 확장되는 제국의 문화적, 경제적 중심지로 바꾸어 놓았습니다. 매일, 매 시간마다 우리가 차지한 세계의 모든 곳에서 사람들이 우리의 수도에 도착합니다. 장관들의 환심을 사고, 상인, 기술자 및 산업가들과 거래하며, $CAPITAL$이(가) 방문객에게 선사하는 수많은 운명 중 하나를 경험하기 위해서입니다. $CAPITAL$ 중심부에 서면 사방에서 세계의 작은 파노라마를 볼 수 있고, 세계의 다양하고도 모든 언어들이 들려오며, 머나먼 땅의 향취와 내음을 둘 다 맡을 수 있습니다. $COUNTRY_ADJ$ 제국의 연대기에서, $YEAR$년 무렵은 $CAPITAL$의 황금기로 영원히 기억될 것입니다.
EVTOPTA14770;...그리고 이 기억이 오래도록 남기를
EVTNAME14780;식민지 질병
EVTDESC14780;새로운 땅의 발견은 언제나 새로운 질병과 불쾌한 병의 발견을 의미했지만, 최근 우리의 식민지 중 한 곳이 유난히 질병이 들끓는 곳이라는 악명을 얻기 시작했습니다. 말라리아부터 흔하거나 흔치 않은 감기까지, 해당 식민지를 오가는 여행객들은 언제나 달갑지 않은 덤을 얻거나 퍼뜨리는 것 같습니다. 식민지에 정착한 한 $COUNTRY_ADJ$ 의사가 발표한 보고서에 따르면, 현지의 늪과 습지를 말리고 현지 위생을 개선하려는 정부의 합심적인 노력이 식민지에 도움을 줄 수 있지만, 물론 그런 노력에는 비용이 따릅니다.
EVTOPTA14780;...누가 신경 쓰겠어!?
EVTOPTB14780;당연히 우리는 식민지를 지원하며 개선을 위해 전력을 다해 도와야 한다
EVTNAME14790;식민지 발전
EVTDESC14790;우리의 식민지 중 한 곳에서 식민성에 현지 상업 벤처 및 기업 발전에 있어 놀라운 성공을 보고하고 있습니다. 현지 총독에 따르면 그 주된 이유는 $COUNTRY_ADJ$ 자본가 및 산업가들과 협력하여 착수한 야심 찬 토지 개혁인 것으로 보입니다. 전해지는 바에 따르면 이 식민지는 이민 유입을 끌어들이기에 더욱 매력적인 곳이 되고 있으며, 이 보고서는 우리나라 산업가들에게도 긍정적인 영향을 미치고 있습니다.
EVTOPTA14790;아주 환상적인 소식이다!
EVTOPTB14790;자본가들이 오만해지지 않도록 그 보고서를 은폐해라!
EVTNAME14800;식민지 고고학
EVTDESC14800;우리 식민지 중 한 곳에서 이뤄진 고고학 발굴이 후기 구석기로 잠정 연대 추정되는 여러 유물의 형태로 환상적인 결과를 낳았습니다. 이 발견은 해당 지역의 고대 생활 및 발전에 대한 새로운 통찰력을 주리라 기대받고 있으며, $COUNTRY_ADJ$ 국립 고고학회는 이 발견을 $COUNTRY_ADJ$ 고고학의 위대한 돌파구라며 환호하고 있습니다. 이 유물들은 당연히 박물관에 보관되어야 하지만 어디에 보관하는 게 좋을까요? 고고학회는 $CAPITAL$ 역사 박물관에 보내는 것을 강력히 지지하는 반면, 다른 일각에서는 어쩌면 현지 박물관에 보관하는 편이 더 나을 거라는 힌트를 주었습니다.
EVTOPTA14800;그냥 현지의 어느 조그만 곳에 잡동사니를 전시하게 둬라
EVTOPTB14800;이것은 미래 세대에게 인류의 공통 유산에 대해 가르쳐 줄 것이다
EVTNAME14810;원주민들이 동요하고 있다
EVTDESC14810;저명한 $CAPITAL$의 일부 자본가들이 현지 무역에 대한 지배적 이익을 쥐고 있는 우리 식민지 중 한 곳에서 일이 일어났습니다. 그들의 벤처 사업 중 하나인 $COUNTRY_ADJ$ 전문가들이 운영하는 작은 지역 기계 공장이, 서구의 산업 기준에 따라 이른 새벽 시간대까지 가동되었습니다. 이 기계 공장에서 나는 소리 때문에 공장에서 가까운 주변에 있는 그 누구라도 밤에 잠을 설치게 되었으며, 이 문제가 우리의 식민지 통치에 대해 억눌려 있던 더욱 광범위하고 많은 불만이 표출되는 상징이 되어버렸습니다.
EVTOPTA14810;공장이 그런 시간대에 가동되어야 한다면, 우리가 뭐라고 거기에 참견을 하겠는가?
EVTOPTB14810;상공회의소에 잠시 들러서 그자들과 대화 좀 나눠야겠군...
POP_DETAILS_MONEY;현금:
POP_DETAILS_INCOME;수입:
POP_DETAILS_BANK;저축:
POP_DETAIL_LIFENEEDS;생필품 욕구
POP_DETAIL_EVERYDAYNEEDS;일용품 욕구
POP_DETAIL_LUXUARYNEEDS;사치품 욕구
CLICK_FOR_DETAILS;자세한 정보를 보려면 클릭하세요.
CZH;체코슬로바키아
CZH_ADJ;체코슬로바키아의
CZH_fascist;CNSP
CZH_socialist;CSSD
CZH_conservative;CSL
CZH_liberal;RSZML
CZH_communist;KSC
CZH_reactionary;CsND
CZH_anarcho_liberal;체코 자유지상당
YUG;유고슬라비아
YUG_ADJ;유고슬라비아의
YUG_fascist;국민전선
YUG_socialist;사회민주당
YUG_conservative;보수당
YUG_liberal;인민당
YUG_communist;공산당
YUG_reactionary;군주당
YUG_anarcho_liberal;자유당
AZB;아제르바이잔
AZB_ADJ;아제르바이잔의
AZB_fascist;국민전선
AZB_socialist;무슬림 사회민주당
AZB_conservative;이티하드
AZB_liberal;무사바트
AZB_communist;볼셰비키당
AZB_reactionary;국민당
AZB_anarcho_liberal;자유당
IRQ;이라크
IRQ_ADJ;이라크의
IRQ_reactionary;하심파
IRQ_socialist;바스당
IRQ_communist;공산당
IRQ_liberal;자유당
IRQ_anarcho_liberal;자유당
IRQ_conservative;보수당
IRQ_fascist;통일당
MGL;몽골
MGL_ADJ;몽골의
MGL_reactionary;라마파
MGL_socialist;사회당
MGL_communist;공산당
MGL_liberal;자유당
MGL_anarcho_liberal;자유당
MGL_conservative;보수당
MGL_fascist;통일당
PHI;필리핀
PHI_ADJ;필리핀의
PHI_reactionary;전통주의당
PHI_socialist;민주당
PHI_communist;공산당
PHI_liberal;자유당
PHI_anarcho_liberal;자유당
PHI_conservative;국민당
PHI_fascist;파시스트당
MCK;만주국
MCK_ADJ;만주
MCK_reactionary;왕정복고파
MCK_socialist;만주 사회당
MCK_communist;중국 공산당
MCK_liberal;자유당
MCK_conservative;궁정파
MCK_fascist;파시스트당
MCK_anarcho_liberal;매우 가망 없는 후보
CHI_1504;광시
CHI_1529;후난
CHI_1499;광둥
GXI;광시 군벌
GXI_ADJ;광시
GXI_reactionary;룽팅파
GXI_socialist;사회당
GXI_communist;중국 공산당
GXI_liberal;자유당
GXI_conservative;국민당파
GXI_fascist;파시스트당
GXI_anarcho_liberal;자유당
CHI_1576;산시
SXI;산시 군벌
SXI_ADJ;산시
SXI_reactionary;시산파
SXI_socialist;사회당
SXI_communist;중국 공산당
SXI_liberal;자유당
SXI_conservative;국민당파
SXI_fascist;파시스트당
SXI_anarcho_liberal;자유당
REAL_DEMAND;실제 수요: $VAL$
CHI_1601;윈난
YNN;윈난 군벌
YNN_ADJ;윈난
YNN_reactionary;차이어파
YNN_socialist;사회당
YNN_communist;중국 공산당
YNN_liberal;자유당
YNN_conservative;국민당파
YNN_fascist;파시스트당
YNN_anarcho_liberal;자유당
CHI_1557;칭하이
CHI_1490;간쑤
CHI_2062;닝샤
XBI;서북삼마
XBI_ADJ;마씨
XBI_reactionary;마씨 가문
XBI_socialist;사회당
XBI_communist;중국 공산당
XBI_liberal;자유당
XBI_conservative;국민당파
XBI_fascist;파시스트당
XBI_anarcho_liberal;자유당
CHI_1600;신장
XIN;신장 군벌
XIN_ADJ;신장
XIN_reactionary;젠신파
XIN_socialist;사회당
XIN_communist;중국 공산당
XIN_liberal;자유당
XIN_conservative;국민당파
XIN_fascist;파시스트당
XIN_anarcho_liberal;자유당
TRADE_TOP_PRODUCERS;상위 5개 생산국:
EVTNAME10001;자유주의의 시대
EVTDESC10001;나폴레옹과 그의 군대는 패배했지만, 프랑스 혁명의 근본적인 이념은 사라지지 않았습니다. 독일에서는 신성 로마 제국의 오래된 왕관이 무너지고, 과거의 봉건적 계약은 나폴레옹의 민법전으로 대체되었습니다. 유럽 전역의 커피하우스와 대학에서는 군주의 권리보다 자유주의, 정치 개혁, 언론의 자유, 인민의 권리라는 이념이 제때가 온 사상을 막을 수 없다는 옛 속담을 다시금 증명하고 있습니다. 오랫동안 왕관과 홀 아래 얽매여 있던 소수민족들은 운명이 그들 스스로 만들어가는 것임을 깨닫고 있으며, 머나먼 바다 건너에서는 아프리카와 아시아의 부가 손짓하고 있습니다. 워털루의 먼지가 가라앉으면서, 유럽은 다시 한 번 새로운 시대의 시작점에 서 있습니다. 바로 자유주의의 시대입니다.
EVTOPTA10001;향후 몇 년 동안 자유주의 활동이 증가할 것으로 예상된다
EVTNAME10105;감자 기근 논쟁
EVTDESC10105;'그리고 우리 인민들이 들판에서 여전히 끔찍한 조건 속에서 노동하고 있는 동안, 우리 정부는 올해 두려운 감자 역병으로 피해를 입고 굶주리는 농민들을 구제하기 위해 도대체 무엇을 했습니까? 경제적 자유를 통해 대체 식량의 수입을 허용할 수 있었을 텐데, 오랫동안 자리 잡은 특권들은 외견상 유지되어야만 하는 모양입니다.'\n\n자유주의 동조자들이 지역 사회와 의회 양쪽에서 연이어 모습을 드러내며, 최근 우리 프로빈스 중 하나를 덮친 감자 역병을 해결하지 못한 정부의 무능을 비판하고 있습니다. 만약 자유주의자들이 너무 강력해진다면, 그들은 또다시 혁명을 조장하기 위한 음모를 꾸밀지도 모릅니다. 우리는 또한 자유주의자들의 선동이 벌어지는 프로빈스에 군대를 파견하는 것도 고려해야 합니다.
EVTOPTA10105;의회에서 그들을 탄압하고 외곽 지역이 평온을 유지하기를 바란다
EVTOPTB10105;의회에서 발언할 길을 열어주어 그 여파가 사라지게 한다
EVTOPTB10120;해당 신문을 검열한다
EVTNAME10110;$CAPITAL$의 파수꾼
EVTDESC10110;지역 시인의 말을 믿는다면, $CAPITAL$의 근위대는 신속하고 충실하게 서 있다고 합니다. 우리 국가의 상태와 정치적 후진성 및 억압을 비난하는 시적인 팸플릿이 우리 주 중 한 곳에서 감정을 자극하고 분노에 불을 지폈습니다. $COUNTRY$ 전역에서 국가적 단결을 요구하는 목소리가 울려 퍼지는 가운데, 자유주의자들이 구질서에 항의하며 거리로 나와 다른 국가에 있는 우리 문화적 형제들과의 통일과 정치 체제의 자유화를 요구하고 있습니다. 우리는 자유주의적 선동이 존재하는 프로빈스에 군대를 파견하는 것을 고려해야 합니다.
EVTOPTA10110;망할 혁명가들.
EVTOPTB10110;구질서를 수호해야 한다!
EVTOPTB10130;단체를 탄압한다
EVTOPTB10140;이를 금지하는 지역 조례를 통과시킨다
EVTNAME10260;선동 진압됨
EVTDESC10260;$PROVINCENAME$에 상당한 규모의 군대 파견대가 주둔하게 되면서, 지금까지 거의 모든 거리 모퉁이에서 들을 수 있었던 자유주의적 선동과 혁명적인 이야기들이 잦아들었습니다.
EVTOPTA10260;훌륭하군!
EVTNAME14000;$COUNTRY_ADJ$ 무역 정책
EVTNAME14000_sub;$COUNTRY$ 내의 격렬한 논쟁
EVTDESC14000;$COUNTRY$의 집중적인 선거 구도가 최고조에 달했습니다. 치열한 무역 정책 논쟁 속에서 자유무역의 지지자들과 보호무역주의자들이 우리 상인들의 미래를 결정짓기 위해 격렬한 난투극을 벌이고 있습니다. 자유무역주의자들은 상품이 모든 국경을 자유롭게 넘나들어야 한다고 주장하는 반면, 보호무역주의자들은 우리 국가의 불안정한 산업이 무너질 수도 있는 위험한 외국의 경쟁으로부터 보호받아야 한다고 주장합니다. 과연 $COUNTRY$는 자유무역과 보호무역주의 중에서 어떤 길을 걷기로 결정하게 될까요? 우리는 보도하고, 결정은 당신의 몫입니다.
EVTOPTA14000;파괴적인 외국의 경쟁으로부터 우리의 무역을 보호해야 한다
EVTOPTB14000;우리의 산업을 보호하기 위해 약간의 보호 조치들이 필요하다
EVTOPTC14000;논쟁이 제 갈 길을 가도록 두고, 결과가 어떻게 되든 지켜보자!
EVTOPTD14000;우리 상인들이 자유롭게 거닐수 있도록 허용하는 것은 필수적이다
EVTOPTE14000;무역의 제약 없는 자유는 이 땅에서 결코 사라지지 않을 것이다!
EVTNAME14010;경제의 미래
EVTNAME14010_sub;$COUNTRY$에서 논의되는 경제 정책
EVTDESC14010;$COUNTRY$에서의 선거 논쟁이 며칠째 계속되고 있으며, 선거 결과를 결정짓는 핵심 쟁점은 놀랍지도 않게 경제인 것으로 보입니다. 여러 가지 정책 방향이 제기되고 있지만, 유권자들은 정부 정책에 대한 확실한 입장을 원하고 있습니다. 정부는 다가오는 임기 동안 모든 $COUNTRY_ADJ$ 시민들의 냄비 속에 닭을 풍족히 채울수 있도록 보장해줄수 있을 까요?
EVTOPTA14010;자유방임주의를 위한 결정적 논거
EVTOPTB14010;개입주의를 위한 결정적 논거
EVTOPTC14010;국가자본주의를 위한 결정적 논거
EVTOPTD14010;계획경제를 위한 결정적 논거
EVTNAME14020;신, 총, 그리고 인간
EVTNAME14020_sub;$COUNTRY$에서 논의되는 종교 정책
EVTDESC14020;'우리 인민의 도덕성과 미덕이 쇠퇴하기 시작했다!' 이 발언은 $COUNTRY$의 선거 유세 중에 관용과 종교적 다원성에 대해 논쟁하는 사람들 사이에서 큰 파장을 일으켰습니다. 많은 사람들이 종교에 대한 우리 국가의 관점에 의문을 제기하기 시작했으며, 이러한 쟁점들이 다가오는 선거에서 그 역할을 다할 것이 분명합니다.
EVTOPTA14020;신은 없다!
EVTOPTB14020;종교는 정치적 쟁점이 아니다!
EVTOPTC14020;사람들에게 그들만의 믿음을 가지게 하라.
EVTOPTD14020;오직 하나의 믿음만이 있을 뿐이다!
EVTNAME14030;시민과 공화국
EVTNAME14030_sub;$COUNTRY$에서 시민권 정책이 논의되다
EVTDESC14030;시청의 답답한 공기 속에서 두 토론자가 열띤 언쟁을 벌이고 있습니다. '외국인', '소수민족', '민족 및 문화 집단'과 같은 단어들이 두 사람 사이를 오가자 청중들은 어안이 벙벙한 채 앉아 있습니다. 한 쪽은 이민자들이 새로운 조국의 지배적인 문화를 수용해야 한다고 주장하는 반면, 상대측은 이민자들이 그들의 문화적 유산을 간직해야 하며 새로운 관점의 유입으로 $COUNTRY$이(가) 더 강해질 것이라고 믿습니다.
EVTOPTA14030;그들에게 거주권을 부여한다.
EVTOPTB14030;우리는 그들의 시민권을 제한해야 한다.
EVTOPTC14030;그들에게 완전한 시민권을 부여한다.
REMOVE_EVTNAME14040;$COUNTRY$의 사랑과 전쟁
EVTNAME14040_sub;지방 선거에서 전쟁 정책이 논의되다
EVTDESC14040;군과 무장 병력에 대한 반대파와 찬성파가 다가오는 선거를 위해 편을 가르고 있습니다. 군국주의자들은 전 세계적인 긴장 고조와 여러 열강들 사이의 군비 경쟁이 강력한 $COUNTRY_ADJ$ 군대를 유지하기에 충분한 이유라고 주장합니다. 하지만 다른 사람들은 이에 확신하지 못하며, 군사 지출을 정부의 지나친 처사로 보고 있습니다.
EVTOPTA14040;우리는 애국자이며 우리나라를 위해 싸울 것이다!
EVTOPTB14040;우리는 외교 문제에서 끊임없는 경계를 유지해야 한다
EVTOPTC14040;국가 간의 전쟁은 결코 좋은 일이 아니다.
EVTOPTD14040;전쟁은 면해야 할 근본적인 악이다
EVTNAME14050;수입, 수출 그리고 관세
EVTNAME14050_sub;$COUNTRY$에서 관세 정책이 논의되다
EVTDESC14050;$COUNTRY$이(가) 여러 중요 무역 상품에 대한 지역 판매 및 양도 관세를 인상한 이후 밀수가 문제로 떠올랐으며, 이 문제는 다가오는 선거에서 논쟁의 초점이 되었습니다. 이 문제에 대해 여러 주장들이 제기되고 있습니다.
EVTOPTA14050;관세를 인상하라!
EVTOPTB14050;해당 상품에 대한 관세를 낮추고 다른 상품에 대한 관세를 올려라.
EVTOPTC14050;관세를 그대로 두어라.
EVTOPTD14050;관세를 조금만 낮춰라.
